id_documento,id_siniestro,tipo_documento,entregado,legible,fecha_emision,inconsistencia_detectada,observacion
DOC-000753,SIN-00218,Factura Reparacion,True,True,2023-09-11,False,
DOC-000754,SIN-00218,Certificado Medico,True,False,2023-09-11,False,
DOC-000755,SIN-00219,Denuncia Policial,True,True,2024-08-15,False,
DOC-000756,SIN-00219,Informe Perito,True,True,2024-08-15,False,
DOC-000757,SIN-00219,Certificado Medico,True,True,2024-08-15,False,
DOC-000758,SIN-00219,Foto Evidencia,True,True,2024-08-15,False,
DOC-000759,SIN-00220,Factura Reparacion,True,True,2026-04-29,False,
DOC-000760,SIN-00220,Informe Perito,True,True,2026-04-29,False,
DOC-000761,SIN-00220,Cedula Asegurado,True,True,2026-04-29,False,
DOC-000762,SIN-00220,Certificado Medico,True,True,2026-04-29,False,
DOC-000763,SIN-00220,Denuncia Policial,True,True,2026-04-29,False,
DOC-000764,SIN-00221,Denuncia Policial,True,True,2026-03-28,False,
DOC-000765,SIN-00221,Factura Reparacion,True,True,2026-03-28,False,
DOC-000766,SIN-00222,Foto Evidencia,True,True,2025-03-01,False,
DOC-000767,SIN-00222,Certificado Medico,True,True,2025-03-01,False,
DOC-000768,SIN-00222,Cedula Asegurado,True,True,2025-03-01,False,
DOC-000769,SIN-00223,Factura Reparacion,True,True,2023-11-02,False,
DOC-000770,SIN-00223,Denuncia Policial,True,True,2023-11-02,False,
DOC-000771,SIN-00223,Informe Perito,True,True,2023-11-02,False,
DOC-000772,SIN-00223,Cedula Asegurado,True,True,2023-11-02,False,
DOC-000773,SIN-00224,Cedula Asegurado,True,True,2025-12-05,False,
DOC-000774,SIN-00224,Informe Perito,True,True,2025-12-05,False,
DOC-000775,SIN-00224,Factura Reparacion,True,True,2025-12-05,False,
DOC-000776,SIN-00224,Certificado Medico,True,True,2025-12-05,False,
DOC-000777,SIN-00224,Denuncia Policial,True,True,2025-12-05,False,
DOC-000778,SIN-00225,Foto Evidencia,True,True,2024-11-09,False,
DOC-000779,SIN-00225,Denuncia Policial,True,True,2024-11-09,False,
DOC-000780,SIN-00225,Certificado Medico,True,True,2024-11-09,False,
DOC-000781,SIN-00226,Certificado Medico,True,True,2024-11-08,False,
DOC-000782,SIN-00226,Denuncia Policial,True,True,2024-11-08,False,
DOC-000783,SIN-00226,Factura Reparacion,True,True,2024-11-08,False,
DOC-000784,SIN-00227,Cedula Asegurado,True,False,2025-06-09,False,
DOC-000785,SIN-00227,Foto Evidencia,True,True,2025-06-09,False,
DOC-000786,SIN-00227,Factura Reparacion,True,True,2025-06-09,False,
DOC-000787,SIN-00227,Denuncia Policial,True,True,2025-06-09,False,
DOC-000788,SIN-00228,Informe Perito,True,True,2026-09-10,False,
DOC-000789,SIN-00228,Foto Evidencia,True,True,2026-09-10,False,
DOC-000790,SIN-00228,Factura Reparacion,True,True,2026-09-10,False,
DOC-000791,SIN-00229,Factura Reparacion,True,True,2024-12-03,False,
DOC-000792,SIN-00229,Certificado Medico,True,True,2024-12-03,False,
DOC-000793,SIN-00229,Cedula Asegurado,True,True,2024-12-03,False,
DOC-000794,SIN-00229,Denuncia Policial,True,True,2024-12-03,False,
DOC-000795,SIN-00229,Informe Perito,True,True,2024-12-03,False,
DOC-000796,SIN-00230,Informe Perito,True,True,2026-05-24,False,
DOC-000797,SIN-00230,Denuncia Policial,True,True,2026-05-24,False,
DOC-000798,SIN-00230,Cedula Asegurado,True,True,2026-05-24,False,
DOC-000799,SIN-00230,Certificado Medico,True,True,2026-05-24,False,
DOC-000800,SIN-00230,Foto Evidencia,True,True,2026-05-24,False,
DOC-000801,SIN-00231,Denuncia Policial,True,True,2026-11-29,False,
DOC-000802,SIN-00231,Certificado Medico,True,True,2026-11-29,False,
DOC-000803,SIN-00231,Foto Evidencia,True,True,2026-11-29,False,
DOC-000804,SIN-00232,Foto Evidencia,True,True,2024-04-24,False,
DOC-000805,SIN-00232,Certificado Medico,True,True,2024-04-24,False,
DOC-000806,SIN-00232,Informe Perito,True,True,2024-04-24,False,
DOC-000807,SIN-00232,Factura Reparacion,True,True,2024-04-24,False,
DOC-000808,SIN-00233,Cedula Asegurado,True,True,2024-03-22,False,
DOC-000809,SIN-00233,Factura Reparacion,True,False,2024-03-22,False,
DOC-000810,SIN-00234,Certificado Medico,True,True,2026-01-29,False,
DOC-000811,SIN-00234,Foto Evidencia,True,True,2026-01-29,False,
DOC-000812,SIN-00234,Informe Perito,True,True,2026-01-29,False,
DOC-000813,SIN-00234,Cedula Asegurado,True,True,2026-01-29,False,
DOC-000814,SIN-00234,Factura Reparacion,True,True,2026-01-29,False,
DOC-000815,SIN-00235,Certificado Medico,True,True,2024-10-03,False,
DOC-000816,SIN-00235,Factura Reparacion,True,True,2024-10-03,False,
DOC-000817,SIN-00235,Foto Evidencia,True,True,2024-10-03,False,
DOC-000818,SIN-00236,Certificado Medico,True,True,2024-11-06,False,
DOC-000819,SIN-00236,Foto Evidencia,True,True,2024-11-06,False,
DOC-000820,SIN-00237,Foto Evidencia,True,True,2023-12-19,False,
DOC-000821,SIN-00237,Factura Reparacion,True,True,2023-12-19,False,
DOC-000822,SIN-00237,Denuncia Policial,True,False,2023-12-19,False,
DOC-000823,SIN-00237,Cedula Asegurado,True,True,2023-12-19,False,
DOC-000824,SIN-00237,Informe Perito,True,True,2023-12-19,False,
DOC-000825,SIN-00238,Factura Reparacion,True,True,2025-11-27,False,
DOC-000826,SIN-00238,Informe Perito,True,True,2025-11-27,False,
DOC-000827,SIN-00239,Cedula Asegurado,True,True,2025-11-02,False,
DOC-000828,SIN-00239,Denuncia Policial,True,True,2025-11-02,False,
DOC-000829,SIN-00239,Informe Perito,True,True,2025-11-02,False,
DOC-000830,SIN-00240,Informe Perito,True,True,2024-07-09,False,
DOC-000831,SIN-00240,Denuncia Policial,True,True,2024-07-09,False,
DOC-000832,SIN-00240,Cedula Asegurado,True,False,2024-07-09,False,
DOC-000833,SIN-00241,Denuncia Policial,True,True,2026-09-01,False,
DOC-000834,SIN-00241,Informe Perito,True,True,2026-09-01,False,
DOC-000835,SIN-00241,Certificado Medico,True,True,2026-09-01,False,
DOC-000836,SIN-00241,Factura Reparacion,True,True,2026-09-01,False,
DOC-000837,SIN-00242,Certificado Medico,True,True,2025-12-27,False,
DOC-000838,SIN-00242,Informe Perito,True,True,2025-12-27,False,
DOC-000839,SIN-00242,Factura Reparacion,True,True,2025-12-27,False,
DOC-000840,SIN-00242,Cedula Asegurado,True,True,2025-12-27,False,
DOC-000841,SIN-00242,Denuncia Policial,True,True,2025-12-27,False,
DOC-000842,SIN-00243,Cedula Asegurado,True,True,2025-10-09,False,
DOC-000843,SIN-00243,Foto Evidencia,True,True,2025-10-09,False,
DOC-000844,SIN-00244,Informe Perito,True,True,2025-12-11,False,
DOC-000845,SIN-00244,Factura Reparacion,True,True,2025-12-11,False,
DOC-000846,SIN-00245,Certificado Medico,True,True,2026-01-30,False,
DOC-000847,SIN-00245,Factura Reparacion,True,True,2026-01-30,False,
DOC-000848,SIN-00246,Certificado Medico,True,True,2024-09-01,False,
DOC-000849,SIN-00246,Factura Reparacion,True,True,2024-09-01,False,
DOC-000850,SIN-00246,Informe Perito,True,True,2024-09-01,False,
DOC-000851,SIN-00247,Denuncia Policial,True,True,2024-05-22,False,
DOC-000852,SIN-00247,Foto Evidencia,True,True,2024-05-22,False,
DOC-000853,SIN-00247,Factura Reparacion,True,True,2024-05-22,False,
DOC-000854,SIN-00247,Certificado Medico,True,False,2024-05-22,False,
DOC-000855,SIN-00247,Informe Perito,True,False,2024-05-22,False,
DOC-000856,SIN-00248,Cedula Asegurado,True,True,2024-07-21,False,
DOC-000857,SIN-00248,Denuncia Policial,True,True,2024-07-21,False,
DOC-000858,SIN-00248,Foto Evidencia,True,True,2024-07-21,False,
DOC-000859,SIN-00248,Certificado Medico,True,False,2024-07-21,False,
DOC-000860,SIN-00249,Informe Perito,True,True,2024-05-08,False,
DOC-000861,SIN-00249,Denuncia Policial,True,True,2024-05-08,False,
DOC-000862,SIN-00249,Cedula Asegurado,True,True,2024-05-08,False,
DOC-000863,SIN-00249,Foto Evidencia,True,True,2024-05-08,False,
DOC-000864,SIN-00250,Certificado Medico,True,False,2026-08-21,False,
DOC-000865,SIN-00250,Factura Reparacion,True,True,2026-08-21,False,
DOC-000866,SIN-00250,Denuncia Policial,True,True,2026-08-21,False,
DOC-000867,SIN-00250,Informe Perito,True,True,2026-08-21,False,
DOC-000868,SIN-00250,Cedula Asegurado,True,True,2026-08-21,False,
DOC-000869,SIN-00251,Foto Evidencia,True,True,2024-12-09,False,
DOC-000870,SIN-00251,Informe Perito,True,True,2024-12-09,False,
DOC-000871,SIN-00251,Cedula Asegurado,True,True,2024-12-09,False,
DOC-000872,SIN-00252,Certificado Medico,True,True,2025-09-26,False,
DOC-000873,SIN-00252,Denuncia Policial,True,True,2025-09-26,False,
DOC-000874,SIN-00252,Cedula Asegurado,True,True,2025-09-26,False,
DOC-000875,SIN-00252,Informe Perito,True,True,2025-09-26,False,
DOC-000876,SIN-00253,Informe Perito,True,True,2025-03-19,False,
DOC-000877,SIN-00253,Foto Evidencia,True,True,2025-03-19,False,
DOC-000878,SIN-00254,Factura Reparacion,True,True,2024-05-29,False,
DOC-000879,SIN-00254,Foto Evidencia,True,True,2024-05-29,False,
DOC-000880,SIN-00255,Foto Evidencia,True,False,2024-06-12,False,
DOC-000881,SIN-00255,Certificado Medico,True,True,2024-06-12,False,
DOC-000882,SIN-00255,Cedula Asegurado,True,True,2024-06-12,False,
DOC-000883,SIN-00255,Denuncia Policial,True,True,2024-06-12,False,
DOC-000884,SIN-00256,Factura Reparacion,True,True,2023-12-08,False,
DOC-000885,SIN-00256,Foto Evidencia,True,True,2023-12-08,False,
DOC-000886,SIN-00256,Informe Perito,True,True,2023-12-08,False,
DOC-000887,SIN-00256,Denuncia Policial,True,True,2023-12-08,False,
DOC-000888,SIN-00256,Certificado Medico,True,True,2023-12-08,False,
DOC-000889,SIN-00257,Denuncia Policial,True,True,2025-07-13,False,
DOC-000890,SIN-00257,Cedula Asegurado,True,True,2025-07-13,False,
DOC-000891,SIN-00257,Factura Reparacion,True,False,2025-07-13,False,
DOC-000892,SIN-00257,Foto Evidencia,True,True,2025-07-13,False,
DOC-000893,SIN-00257,Certificado Medico,True,True,2025-07-13,False,
DOC-000894,SIN-00258,Foto Evidencia,True,True,2025-07-03,False,
DOC-000895,SIN-00258,Certificado Medico,True,False,2025-07-03,False,
DOC-000896,SIN-00258,Factura Reparacion,True,True,2025-07-03,False,
DOC-000897,SIN-00258,Denuncia Policial,True,True,2025-07-03,False,
DOC-000898,SIN-00259,Certificado Medico,True,False,2024-08-12,False,
DOC-000899,SIN-00259,Factura Reparacion,True,True,2024-08-12,False,
DOC-000900,SIN-00259,Denuncia Policial,True,True,2024-08-12,False,
DOC-000901,SIN-00259,Foto Evidencia,True,True,2024-08-12,False,
DOC-000902,SIN-00260,Cedula Asegurado,True,False,2025-12-15,False,
DOC-000903,SIN-00260,Factura Reparacion,True,True,2025-12-15,False,
DOC-000904,SIN-00260,Informe Perito,True,True,2025-12-15,False,
DOC-000905,SIN-00260,Denuncia Policial,True,True,2025-12-15,False,
DOC-000906,SIN-00260,Foto Evidencia,True,True,2025-12-15,False,
DOC-000907,SIN-00261,Foto Evidencia,True,True,2024-03-09,False,
DOC-000908,SIN-00261,Certificado Medico,True,True,2024-03-09,False,
DOC-000909,SIN-00261,Cedula Asegurado,True,True,2024-03-09,False,
DOC-000910,SIN-00261,Informe Perito,True,True,2024-03-09,False,
DOC-000911,SIN-00262,Denuncia Policial,True,True,2024-04-29,False,
DOC-000912,SIN-00262,Cedula Asegurado,True,True,2024-04-29,False,
DOC-000913,SIN-00262,Factura Reparacion,True,True,2024-04-29,False,
DOC-000914,SIN-00262,Certificado Medico,True,True,2024-04-29,False,
DOC-000915,SIN-00262,Informe Perito,True,True,2024-04-29,False,
DOC-000916,SIN-00263,Denuncia Policial,True,True,2024-05-09,False,
DOC-000917,SIN-00263,Factura Reparacion,True,True,2024-05-09,False,
DOC-000918,SIN-00263,Foto Evidencia,True,True,2024-05-09,False,
DOC-000919,SIN-00263,Certificado Medico,True,True,2024-05-09,False,
DOC-000920,SIN-00264,Cedula Asegurado,True,True,2023-09-09,False,
DOC-000921,SIN-00264,Denuncia Policial,True,True,2023-09-09,False,
DOC-000922,SIN-00264,Foto Evidencia,True,True,2023-09-09,False,
DOC-000923,SIN-00264,Certificado Medico,True,False,2023-09-09,False,
DOC-000924,SIN-00265,Foto Evidencia,True,True,2025-06-22,False,
DOC-000925,SIN-00265,Cedula Asegurado,True,True,2025-06-22,False,
DOC-000926,SIN-00265,Factura Reparacion,True,True,2025-06-22,False,
DOC-000927,SIN-00266,Certificado Medico,True,True,2023-10-02,False,
DOC-000928,SIN-00266,Cedula Asegurado,True,True,2023-10-02,False,
DOC-000929,SIN-00266,Denuncia Policial,True,True,2023-10-02,False,
DOC-000930,SIN-00267,Cedula Asegurado,True,True,2025-04-12,False,
DOC-000931,SIN-00267,Denuncia Policial,True,True,2025-04-12,False,
DOC-000932,SIN-00267,Foto Evidencia,True,True,2025-04-12,False,
DOC-000933,SIN-00267,Informe Perito,True,True,2025-04-12,False,
DOC-000934,SIN-00268,Cedula Asegurado,True,True,2024-04-28,False,
DOC-000935,SIN-00268,Informe Perito,True,True,2024-04-28,False,
DOC-000936,SIN-00268,Denuncia Policial,True,True,2024-04-28,False,
DOC-000937,SIN-00268,Foto Evidencia,True,True,2024-04-28,False,
DOC-000938,SIN-00268,Factura Reparacion,True,True,2024-04-28,False,
DOC-000939,SIN-00269,Certificado Medico,True,False,2026-03-29,False,
DOC-000940,SIN-00269,Informe Perito,True,False,2026-03-29,False,
DOC-000941,SIN-00269,Denuncia Policial,True,True,2026-03-29,False,
DOC-000942,SIN-00269,Foto Evidencia,True,True,2026-03-29,False,
DOC-000943,SIN-00269,Cedula Asegurado,True,True,2026-03-29,False,
DOC-000944,SIN-00270,Certificado Medico,True,True,2025-07-21,False,
DOC-000945,SIN-00270,Foto Evidencia,True,True,2025-07-21,False,
DOC-000946,SIN-00271,Foto Evidencia,True,True,2023-12-02,False,
DOC-000947,SIN-00271,Factura Reparacion,True,True,2023-12-02,False,
DOC-000948,SIN-00271,Cedula Asegurado,True,True,2023-12-02,False,
DOC-000949,SIN-00271,Certificado Medico,True,True,2023-12-02,False,
DOC-000950,SIN-00272,Foto Evidencia,True,True,2025-12-17,False,
DOC-000951,SIN-00272,Certificado Medico,True,True,2025-12-17,False,
DOC-000952,SIN-00272,Cedula Asegurado,True,True,2025-12-17,False,
DOC-000953,SIN-00272,Denuncia Policial,True,True,2025-12-17,False,
DOC-000954,SIN-00273,Informe Perito,True,True,2026-05-20,False,
DOC-000955,SIN-00273,Foto Evidencia,True,True,2026-05-20,False,
DOC-000956,SIN-00273,Factura Reparacion,True,False,2026-05-20,False,
DOC-000957,SIN-00273,Denuncia Policial,True,True,2026-05-20,False,
DOC-000958,SIN-00274,Cedula Asegurado,True,True,2023-08-17,False,
DOC-000959,SIN-00274,Certificado Medico,True,True,2023-08-17,False,
DOC-000960,SIN-00274,Informe Perito,True,True,2023-08-17,False,
DOC-000961,SIN-00274,Factura Reparacion,True,True,2023-08-17,False,
DOC-000962,SIN-00275,Factura Reparacion,True,True,2025-02-16,False,
DOC-000963,SIN-00275,Cedula Asegurado,True,True,2025-02-16,False,
DOC-000964,SIN-00275,Foto Evidencia,True,True,2025-02-16,False,
DOC-000965,SIN-00275,Denuncia Policial,True,True,2025-02-16,False,
DOC-000966,SIN-00275,Certificado Medico,True,True,2025-02-16,False,
DOC-000967,SIN-00276,Foto Evidencia,True,True,2024-03-31,False,
DOC-000968,SIN-00276,Factura Reparacion,True,True,2024-03-31,False,
DOC-000969,SIN-00276,Denuncia Policial,True,True,2024-03-31,False,
DOC-000970,SIN-00277,Certificado Medico,True,False,2024-01-07,False,
DOC-000971,SIN-00277,Informe Perito,True,False,2024-01-07,False,
DOC-000972,SIN-00277,Factura Reparacion,True,False,2024-01-07,False,
DOC-000973,SIN-00277,Foto Evidencia,True,True,2024-01-07,False,
DOC-000974,SIN-00277,Denuncia Policial,True,True,2024-01-07,False,
DOC-000975,SIN-00278,Cedula Asegurado,True,False,2026-10-24,False,
DOC-000976,SIN-00278,Foto Evidencia,True,True,2026-10-24,False,
DOC-000977,SIN-00279,Certificado Medico,True,True,2024-02-27,False,
DOC-000978,SIN-00279,Informe Perito,True,True,2024-02-27,False,
DOC-000979,SIN-00279,Factura Reparacion,True,True,2024-02-27,False,
DOC-000980,SIN-00279,Denuncia Policial,True,True,2024-02-27,False,
DOC-000981,SIN-00279,Cedula Asegurado,True,True,2024-02-27,False,
DOC-000982,SIN-00280,Certificado Medico,True,True,2026-01-08,False,
DOC-000983,SIN-00280,Denuncia Policial,True,True,2026-01-08,False,
DOC-000984,SIN-00280,Informe Perito,True,True,2026-01-08,False,
DOC-000985,SIN-00280,Cedula Asegurado,True,True,2026-01-08,False,
DOC-000986,SIN-00281,Denuncia Policial,True,True,2026-09-18,False,
DOC-000987,SIN-00281,Foto Evidencia,True,True,2026-09-18,False,
DOC-000988,SIN-00282,Informe Perito,True,False,2025-09-13,False,
DOC-000989,SIN-00282,Certificado Medico,True,True,2025-09-13,False,
DOC-000990,SIN-00282,Factura Reparacion,True,True,2025-09-13,False,
DOC-000991,SIN-00283,Foto Evidencia,True,True,2025-04-03,False,
DOC-000992,SIN-00283,Denuncia Policial,True,True,2025-04-03,False,
DOC-000993,SIN-00283,Certificado Medico,True,True,2025-04-03,False,
DOC-000994,SIN-00284,Factura Reparacion,True,True,2026-01-30,False,
DOC-000995,SIN-00284,Foto Evidencia,True,True,2026-01-30,False,
DOC-000996,SIN-00285,Factura Reparacion,True,True,2024-09-25,False,
DOC-000997,SIN-00285,Certificado Medico,True,True,2024-09-25,False,
DOC-000998,SIN-00285,Informe Perito,True,True,2024-09-25,False,
DOC-000999,SIN-00285,Denuncia Policial,True,True,2024-09-25,False,
DOC-001000,SIN-00285,Foto Evidencia,True,True,2024-09-25,False,
DOC-001001,SIN-00286,Foto Evidencia,True,True,2025-03-21,False,
DOC-001002,SIN-00286,Cedula Asegurado,True,True,2025-03-21,False,
DOC-001003,SIN-00286,Denuncia Policial,True,True,2025-03-21,False,
DOC-001004,SIN-00286,Certificado Medico,True,True,2025-03-21,False,
DOC-001005,SIN-00287,Cedula Asegurado,True,True,2025-03-07,False,
DOC-001006,SIN-00287,Certificado Medico,True,True,2025-03-07,False,
DOC-001007,SIN-00288,Denuncia Policial,True,True,2024-02-05,False,
DOC-001008,SIN-00288,Factura Reparacion,True,False,2024-02-05,False,
DOC-001009,SIN-00288,Certificado Medico,True,True,2024-02-05,False,
DOC-001010,SIN-00288,Cedula Asegurado,True,True,2024-02-05,False,
DOC-001011,SIN-00289,Foto Evidencia,True,True,2025-03-07,False,
DOC-001012,SIN-00289,Factura Reparacion,True,True,2025-03-07,False,
DOC-001013,SIN-00289,Denuncia Policial,True,True,2025-03-07,False,
DOC-001014,SIN-00289,Cedula Asegurado,True,True,2025-03-07,False,
DOC-001015,SIN-00290,Cedula Asegurado,True,True,2026-02-08,False,
DOC-001016,SIN-00290,Foto Evidencia,True,True,2026-02-08,False,
DOC-001017,SIN-00290,Factura Reparacion,True,True,2026-02-08,False,
DOC-001018,SIN-00290,Certificado Medico,True,True,2026-02-08,False,
DOC-001019,SIN-00290,Denuncia Policial,True,True,2026-02-08,False,
DOC-001020,SIN-00291,Factura Reparacion,True,True,2024-08-06,False,
DOC-001021,SIN-00291,Certificado Medico,True,True,2024-08-06,False,
DOC-001022,SIN-00291,Foto Evidencia,True,True,2024-08-06,False,
DOC-001023,SIN-00291,Cedula Asegurado,True,True,2024-08-06,False,
DOC-001024,SIN-00292,Cedula Asegurado,True,True,2025-01-16,False,
DOC-001025,SIN-00292,Foto Evidencia,True,True,2025-01-16,False,
DOC-001026,SIN-00293,Certificado Medico,True,True,2025-03-31,False,
DOC-001027,SIN-00293,Denuncia Policial,True,True,2025-03-31,False,
DOC-001028,SIN-00293,Foto Evidencia,True,True,2025-03-31,False,
DOC-001029,SIN-00293,Cedula Asegurado,True,True,2025-03-31,False,
DOC-001030,SIN-00294,Foto Evidencia,True,True,2026-02-28,False,
DOC-001031,SIN-00294,Denuncia Policial,True,True,2026-02-28,False,
DOC-001032,SIN-00294,Cedula Asegurado,True,True,2026-02-28,False,
DOC-001033,SIN-00294,Certificado Medico,True,True,2026-02-28,False,
DOC-001034,SIN-00295,Certificado Medico,True,True,2025-05-05,False,
DOC-001035,SIN-00295,Informe Perito,True,True,2025-05-05,False,
DOC-001036,SIN-00295,Cedula Asegurado,True,False,2025-05-05,False,
DOC-001037,SIN-00296,Certificado Medico,True,True,2025-08-06,False,
DOC-001038,SIN-00296,Informe Perito,True,True,2025-08-06,False,
DOC-001039,SIN-00297,Factura Reparacion,True,True,2026-06-17,False,
DOC-001040,SIN-00297,Cedula Asegurado,True,True,2026-06-17,False,
DOC-001041,SIN-00297,Denuncia Policial,True,True,2026-06-17,False,
DOC-001042,SIN-00297,Certificado Medico,True,True,2026-06-17,False,
DOC-001043,SIN-00298,Cedula Asegurado,True,True,2026-11-19,False,
DOC-001044,SIN-00298,Foto Evidencia,True,True,2026-11-19,False,
DOC-001045,SIN-00299,Factura Reparacion,True,True,2026-03-19,False,
DOC-001046,SIN-00299,Certificado Medico,True,True,2026-03-19,False,
DOC-001047,SIN-00299,Denuncia Policial,True,True,2026-03-19,False,
DOC-001048,SIN-00299,Cedula Asegurado,True,True,2026-03-19,False,
DOC-001049,SIN-00300,Cedula Asegurado,True,True,2025-01-06,False,
DOC-001050,SIN-00300,Informe Perito,True,False,2025-01-06,False,
DOC-001051,SIN-00300,Foto Evidencia,True,False,2025-01-06,False,
DOC-001052,SIN-00301,Foto Evidencia,True,True,2023-12-10,False,
DOC-001053,SIN-00301,Informe Perito,True,True,2023-12-10,False,
DOC-001054,SIN-00302,Cedula Asegurado,True,False,2024-10-02,False,
DOC-001055,SIN-00302,Certificado Medico,True,True,2024-10-02,False,
DOC-001056,SIN-00303,Foto Evidencia,True,True,2024-08-22,False,
DOC-001057,SIN-00303,Denuncia Policial,True,True,2024-08-22,False,
DOC-001058,SIN-00304,Informe Perito,True,False,2024-09-03,False,
DOC-001059,SIN-00304,Certificado Medico,True,True,2024-09-03,False,
DOC-001060,SIN-00304,Cedula Asegurado,True,True,2024-09-03,False,
DOC-001061,SIN-00304,Factura Reparacion,True,False,2024-09-03,False,
DOC-001062,SIN-00305,Certificado Medico,True,True,2025-04-25,False,
DOC-001063,SIN-00305,Foto Evidencia,True,True,2025-04-25,False,
DOC-001064,SIN-00305,Cedula Asegurado,True,True,2025-04-25,False,
DOC-001065,SIN-00305,Informe Perito,True,True,2025-04-25,False,
DOC-001066,SIN-00306,Factura Reparacion,True,True,2024-01-25,False,
DOC-001067,SIN-00306,Denuncia Policial,True,True,2024-01-25,False,
DOC-001068,SIN-00307,Certificado Medico,True,False,2027-01-05,False,
DOC-001069,SIN-00307,Foto Evidencia,True,True,2027-01-05,False,
DOC-001070,SIN-00307,Factura Reparacion,True,True,2027-01-05,False,
DOC-001071,SIN-00307,Denuncia Policial,True,True,2027-01-05,False,
DOC-001072,SIN-00308,Certificado Medico,True,True,2026-11-21,False,
DOC-001073,SIN-00308,Denuncia Policial,True,True,2026-11-21,False,
DOC-001074,SIN-00309,Denuncia Policial,True,False,2025-03-14,False,
DOC-001075,SIN-00309,Informe Perito,True,True,2025-03-14,False,
DOC-001076,SIN-00310,Informe Perito,True,True,2024-01-10,False,
DOC-001077,SIN-00310,Factura Reparacion,True,True,2024-01-10,False,
DOC-001078,SIN-00310,Cedula Asegurado,True,True,2024-01-10,False,
DOC-001079,SIN-00310,Certificado Medico,True,True,2024-01-10,False,
DOC-001080,SIN-00310,Foto Evidencia,True,True,2024-01-10,False,
DOC-001081,SIN-00311,Certificado Medico,True,True,2024-03-10,False,
DOC-001082,SIN-00311,Foto Evidencia,True,True,2024-03-10,False,
DOC-001083,SIN-00311,Denuncia Policial,True,True,2024-03-10,False,
DOC-001084,SIN-00311,Informe Perito,True,True,2024-03-10,False,
DOC-001085,SIN-00311,Cedula Asegurado,True,True,2024-03-10,False,
DOC-001086,SIN-00312,Denuncia Policial,True,True,2026-02-27,False,
DOC-001087,SIN-00312,Informe Perito,True,True,2026-02-27,False,
DOC-001088,SIN-00312,Cedula Asegurado,True,True,2026-02-27,False,
DOC-001089,SIN-00313,Certificado Medico,True,False,2026-04-30,False,
DOC-001090,SIN-00313,Factura Reparacion,True,True,2026-04-30,False,
DOC-001091,SIN-00313,Denuncia Policial,True,True,2026-04-30,False,
DOC-001092,SIN-00314,Foto Evidencia,True,True,2025-09-05,False,
DOC-001093,SIN-00314,Certificado Medico,True,True,2025-09-05,False,
DOC-001094,SIN-00314,Factura Reparacion,True,True,2025-09-05,False,
DOC-001095,SIN-00315,Informe Perito,True,True,2024-03-07,False,
DOC-001096,SIN-00315,Foto Evidencia,True,True,2024-03-07,False,
DOC-001097,SIN-00315,Factura Reparacion,True,True,2024-03-07,False,
DOC-001098,SIN-00315,Certificado Medico,True,True,2024-03-07,False,
DOC-001099,SIN-00316,Cedula Asegurado,True,False,2026-09-14,False,
DOC-001100,SIN-00316,Certificado Medico,True,True,2026-09-14,False,
DOC-001101,SIN-00316,Factura Reparacion,True,True,2026-09-14,False,
DOC-001102,SIN-00316,Foto Evidencia,True,True,2026-09-14,False,
DOC-001103,SIN-00316,Denuncia Policial,True,True,2026-09-14,False,
DOC-001104,SIN-00317,Factura Reparacion,True,True,2023-10-19,False,
DOC-001105,SIN-00317,Foto Evidencia,True,True,2023-10-19,False,
DOC-001106,SIN-00318,Denuncia Policial,True,True,2024-04-18,False,
DOC-001107,SIN-00318,Foto Evidencia,True,True,2024-04-18,False,
DOC-001108,SIN-00318,Factura Reparacion,True,True,2024-04-18,False,
DOC-001109,SIN-00319,Informe Perito,True,True,2026-05-18,False,
DOC-001110,SIN-00319,Denuncia Policial,True,True,2026-05-18,False,
DOC-001111,SIN-00319,Cedula Asegurado,True,True,2026-05-18,False,
DOC-001112,SIN-00319,Factura Reparacion,True,True,2026-05-18,False,
DOC-001113,SIN-00320,Foto Evidencia,True,True,2024-11-07,False,
DOC-001114,SIN-00320,Informe Perito,True,False,2024-11-07,False,
DOC-001115,SIN-00321,Certificado Medico,True,True,2025-04-26,False,
DOC-001116,SIN-00321,Foto Evidencia,True,True,2025-04-26,False,
DOC-001117,SIN-00321,Factura Reparacion,True,True,2025-04-26,False,
DOC-001118,SIN-00321,Cedula Asegurado,True,True,2025-04-26,False,
DOC-001119,SIN-00321,Denuncia Policial,True,True,2025-04-26,False,
DOC-001120,SIN-00322,Certificado Medico,True,True,2026-11-03,False,
DOC-001121,SIN-00322,Factura Reparacion,True,True,2026-11-03,False,
DOC-001122,SIN-00323,Denuncia Policial,True,True,2024-04-20,False,
DOC-001123,SIN-00323,Cedula Asegurado,True,False,2024-04-20,False,
DOC-001124,SIN-00324,Informe Perito,True,True,2024-08-17,False,
DOC-001125,SIN-00324,Factura Reparacion,True,True,2024-08-17,False,
DOC-001126,SIN-00325,Foto Evidencia,True,True,2025-01-29,False,
DOC-001127,SIN-00325,Certificado Medico,True,True,2025-01-29,False,
DOC-001128,SIN-00325,Denuncia Policial,True,True,2025-01-29,False,
DOC-001129,SIN-00325,Cedula Asegurado,True,True,2025-01-29,False,
DOC-001130,SIN-00325,Factura Reparacion,True,True,2025-01-29,False,
DOC-001131,SIN-00326,Certificado Medico,True,True,2025-09-01,False,
DOC-001132,SIN-00326,Denuncia Policial,True,True,2025-09-01,False,
